# X Y X1 X2 Y1 Y2
   -2.55     1.65     0.11     0.11     0.14     0.14  #CS31062-012 
   -2.75     1.44     0.16     0.16      0.2      0.2  #LP706-7 
   -2.68     1.61     0.17     0.17     0.28     0.28  #HE0131-3953 
   -2.48     1.18        0        0     0.05     0.05  #SDSSJ0912+0216 
   -3.18     1.24        0        0     0.24     0.24  #SDSSJ1036+1212 
   -2.98      1.6        0        0     0.08     0.08  #SDSSJ1349-0229 
   -2.12     2.11        0        0     0.25     0.25  #CS29528-028 
   -2.55     2.74        0        0     0.25     0.25  #CS31070-073 
   -2.89     1.29     0.21     0.21     0.19     0.19  #CS22945-017 
