# X Y X1 X2 Y1 Y2
   -3.99     0.05     0.11     0.11        0        0  #CS22949-037 
   -3.15     1.14        0        0     0.25     0.25  #BS16929-005 
   -3.31     0.03     0.15     0.15     0.19     0.19  #CS22877-001 
    -3.3     0.44     0.16     0.16     0.14     0.14  #LAMOSTJ105433.09+052812.6 
   -3.57     0.69      0.1      0.1      0.2      0.2  #RAVEJ1830-4555 
   -2.63     0.19        0        0      0.3      0.3  #RAVEJ203706.4-122125 
