JINA_ID   Ref      Name                       Simbad_Identifier                    Fe/H    Mg/Fe  
1587      FUL00    HIP59239                   HD_105546                            -1.47   0.52   
1588      FUL00    HIP59330                   HD_105755                            -0.73   0.23   
1591      ROE14b   HD106373                   HD_106373                            -2.61   0.52   
1592      FUL00    HIP59750                   HD_106516                            -0.76   0.35   
1598      FUL00    HIP60551                   HD_108076                            -0.84   0.25   
1599      FUL00    HIP60632                   HD_108177                            -1.63   0.39   
1601      FUL00    HIP60719                   HD_108317                            -2.33   0.45   
1605      JON05    LTT13498                   HD_108317                            -2.19   0.55   
1609      ROE14b   HD108317                   HD_108317                            -2.62   0.5    
1617      JOH02a   HD108577                   HD_108577                            -2.36   0.62   
1620      FUL00    HIP61824                   HD_110184                            -2.42   0.52   
1623      FUL00    HIP62747                   HD_111721                            -1.52   0.52   
1624      JON05    LHS2644                    HD_111777                            -0.85   0.36   
1625      FUL00    HIP62882                   HD_111980                            -1.24   0.46   
1626      FUL00    HIP64115                   HD_114095                            -0.72   0.43   
1627      FUL00    HIP64426                   HD_114762                            -0.8    0.39   
1631      JOH02a   HD115444                   HD_115444                            -3.13   0.79   
1637      ROE14b   HD11582                    HD_11582                             -1.84   0.36   
1639      JON05    HD116064                   HD_116064                            -1.88   0.34   
1640      FUL00    HIP65268                   HD_116316                            -0.65   0.12   
1641      FUL00    HIP66246                   HD_118055                            -1.89   0.4    
1642      FUL00    HIP66509                   HD_118659                            -0.66   0.32   
1643      FUL00    HIP66815                   HD_119173                            -0.62   0.1    
1646      JON05    LHS2815                    HD_120559                            -0.99   0.32   
1648      JON05    HD122196                   HD_122196                            -1.69   0.16   
1659      FUL00    HD122563                   HD_122563                            -2.77   0.59   
1665      JOH02a   HD122563                   HD_122563                            -2.73   0.65   
1671      ROE14b   HD122563                   HD_122563                            -2.97   0.51   
1678      FUL00    HIP68807                   HD_122956                            -1.81   0.45   
1679      FUL00    HIP68796                   HD_123710                            -0.5    0.05   
1680      JON05    LTT5609                    HD_124785                            -0.69   0.3    
1682      FUL00    HIP70647                   HD_126587                            -2.97   0.68   
1685      JOH02a   HD126587                   HD_126587                            -3.06   0.65   
1688      ROE14b   HD126587                   HD_126587                            -3.29   0.61   
1689      FUL00    HIP70681                   HD_126681                            -1.23   0.27   
1690      JON05    HD126793                   HD_126793                            -0.81   0.31   
1696      JOH02a   HD128279                   HD_128279                            -2.38   0.57   
1697      JON05    HD128279                   HD_128279                            -2.16   0.4    
1702      ROE14b   HD128279                   HD_128279                            -2.52   0.48   
1707      FUL00    HIP71886                   HD_129392                            -0.38   0.08   
1708      FUL00    HIP71887                   HD_129515                            -0.47   0.03   
1709      FUL00    HIP71939                   HD_129518                            -0.35   0.06   
1710      FUL00    HIP73385                   HD_132475                            -1.57   0.52   
1711      JON05    HD132475                   HD_132475                            -1.53   0.35   
1712      FUL00    HIP74067                   HD_134088                            -0.88   0.34   
1713      FUL00    HIP74033                   HD_134113                            -0.76   0.3    
1714      FUL00    HIP74079                   HD_134169                            -0.81   0.3    
1715      FUL00    HIP74235                   HD_134439                            -1.55   0.03   
1716      RYA91    LHS53                      HD_134439                            -1.77   -0.07  
1717      FUL00    HIP74234                   HD_134440                            -1.49   0.02   
1721      ROE14b   HD13979                    HD_13979                             -2.97   0.47   
1729      FUL00    HD140283                   HD_140283                            -2.49   0.43   
1734      JON05    HD140283                   HD_140283                            -2.26   0.08   
1738      RYA91    HD140283                   HD_140283                            -2.56   0.1    
1743      FUL00    HIP77946                   HD_142575                            -0.95   0.51   
1744      JON05    LTT6365                    HD_142945                            -1.0    0.34   
1745      JON05    LTT6417                    HD_144450                            -1.17   0.39   
1746      JON05    LHS413                     HD_145417                            -1.36   0.31   
1747      FUL00    HIP80837                   HD_148816                            -0.81   0.36   
1748      FUL00    HIP81170                   HD_149414                            -1.24   0.37   
1749      FUL00    HIP81461                   HD_149996                            -0.63   0.43   
1750      FUL00    HIP11349                   HD_15096                             -0.27   0.17   
1751      FUL00    HIP85007                   HD_157466                            -0.48   0.09   
1752      FUL00    HIP85378                   HD_158226                            -0.62   0.39   
1753      FUL00    HIP85757                   HD_158809                            -0.74   0.41   
1754      FUL00    HIP86013                   HD_159482                            -0.8    0.35   
1755      FUL00    HIP11952                   HD_16031                             -1.69   0.46   
1756      JON05    HD160617                   HD_160617                            -1.77   0.3    
1757      FUL00    HIP86431                   HD_160693                            -0.62   0.29   
1758      FUL00    HIP88039                   HD_163799                            -0.94   0.38   
1759      FUL00    HIP88010                   HD_163810                            -1.47   0.36   
1761      FUL00    HIP12306                   HD_16397                             -0.61   0.27   
1763      JON05    HD166913                   HD_166913                            -1.54   0.35   
1764      JON05    HD17072                    HD_17072                             -0.98   0.34   
1766      FUL00    HIP91058                   HD_171620                            -0.52   0.17   
1767      FUL00    HIP92532                   HD_174912                            -0.54   0.17   
1768      FUL00    HIP92781                   HD_175179                            -0.73   0.33   
1770      FUL00    HIP92167                   HD_175305                            -1.45   0.31   
1772      ROE14b   HD175606                   HD_175606                            -2.39   0.3    
1773      FUL00    HIP13366                   HD_17820                             -0.75   0.32   
1775      ROE14b   HD178443                   HD_178443                            -1.99   0.51   
1776      FUL00    HIP94449                   HD_179626                            -1.24   0.44   
1777      FUL00    HIP96185                   HD_184499                            -0.56   0.34   
1778      FUL00    HIP97023                   HD_186379                            -0.46   0.19   
1785      JOH02a   HD186478                   HD_186478                            -2.59   0.7    
1788      ROE14b   HD186478                   HD_186478                            -2.75   0.63   
1792      FUL00    HIP97468                   HD_187111                            -1.69   0.53   
1793      FUL00    HIP98020                   HD_188510                            -1.65   0.22   
1794      JON05    G143-17                    HD_188510                            -1.62   0.26   
1795      FUL00    HIP98532                   HD_189558                            -1.21   0.46   
1796      FUL00    HIP99938                   HD_192718                            -0.72   0.4    
1797      FUL00    HIP100568                  HD_193901                            -1.15   0.14   
1798      JON05    LHS490                     HD_193901                            -1.16   0.15   
1799      FUL00    HIP14594                   HD_19445                             -2.11   0.48   
1802      ROE14b   HD19445                    HD_19445                             -2.29   0.46   
1805      FUL00    HIP100792                  HD_194598                            -1.21   0.24   
1806      JON05    LHS3550                    HD_194598                            -1.14   0.28   
1807      FUL00    HIP101346                  HD_195633                            -0.63   0.16   
1808      FUL00    HIP101382                  HD_195987                            -0.64   0.4    
1809      JON05    LTT8177                    HD_196892                            -1.09   0.38   
1811      JON05    HD196944                   HD_196944                            -2.23   0.36   
1812      PLA15b   HD196944                   HD_196944                            -2.41   0.36   
1814      ROE14b   HD196944                   HD_196944                            -2.39   0.41   
1815      ZAC98    HD196944                   HD_196944                            -1.44   -0.61  
1816      JON05    LTT8296                    HD_199289                            -1.1    0.3    
1817      BAR05    HD20                       HD_20                                -1.58   0.15   
1819      JON05    CD-5013237                 HD_200654                            -2.99   0.62   
1821      ROE14b   HD200654                   HD_200654                            -3.13   0.51   
1823      RYA91    HD200654                   HD_200654                            -3.01   0.32   
1824      PLA15b   HD201626                   HD_201626                            -1.51   0.27   
1826      FUL00    HIP104660                  HD_201889                            -0.94   0.46   
1827      FUL00    HIP104659                  HD_201891                            -1.1    0.34   
1828      JON05    LHS3640                    HD_201891                            -1.14   0.28   
1829      FUL00    HIP105888                  HD_204155                            -0.73   0.41   
1832      FUL00    HIP15394                   HD_20512                             -0.28   0.19   
1834      FUL00    HIP109390                  HD_210295                            -1.32   0.46   
1835      JON05    HD213657                   HD_213467                            -1.43   0.3    
1840      ROE14b   HD214362                   HD_214362                            -2.06   0.43   
1841      FUL00    HIP16214                   HD_21581                             -1.72   0.57   
1843      FUL00    HIP112796                  HD_216143                            -2.23   0.31   
1844      JOH02a   HD216143                   HD_216143                            -2.21   0.65   
1846      FUL00    HIP114271                  HD_218502                            -1.78   0.29   
1849      JOH02a   HD218857                   HD_218857                            -2.17   0.64   
1850      FUL00    HIP114962                  HD_219617                            -1.52   0.25   
1852      BAR05    HD221170                   HD_221170                            -2.15   0.27   
1854      FUL00    HIP115949                  HD_221170                            -2.17   0.42   
1857      FUL00    HIP116082                  HD_221377                            -0.8    0.27   
1858      FUL00    HIP117041                  HD_222766                            -0.86   0.49   
1859      FUL00    HIP117029                  HD_222794                            -0.79   0.38   
1860      FUL00    HIP17085                   HD_22785                             -0.2    -0.03  
1861      FUL00    HIP17147                   HD_22879                             -0.89   0.37   
1862      FUL00    HIP40778                   HD_233511                            -1.68   0.38   
1865      FUL00    HIP17666                   HD_23439                             -1.08   0.42   
1871      ROE14b   HD237846                   HD_237846                            -3.21   0.44   
1873      FUL00    HIP18235                   HD_24616                             -0.7    0.34   
1874      FUL00    HIP18915                   HD_25329                             -1.83   0.34   
1876      FUL00    HIP18995                   HD_25532                             -1.24   0.54   
1877      FUL00    HIP19007                   HD_25673                             -0.6    0.16   
1878      JON05    LHS1620                    HD_25704                             -0.97   0.31   
1879      ROE14b   HD26169                    HD_26169                             -2.8    0.64   
1881      FUL00    HIP19378                   HD_26297                             -1.71   0.41   
1883      FUL00    HIP2413                    HD_2665                              -1.94   0.21   
1892      FUL00    HIP21767                   HD_280067                            -0.42   0.27   
1893      FUL00    HIP19797                   HD_284248                            -1.66   0.3    
1894      FUL00    HIP21609                   HD_29907                             -1.74   0.3    
1895      FUL00    HIP22632                   HD_31128                             -1.57   0.32   
1902      FUL00    HIP96115                   HD_338529                            -2.39   0.54   
1907      ROE14b   HD338529                   HD_338529                            -2.6    0.4    
1908      NOR97a   G186-26                    HD_340279                            -2.68   0.09   
1909      ROE14b   HD340279                   HD_340279                            -3.07   0.24   
1910      FUL00    HIP24316                   HD_34328                             -1.69   0.26   
1911      FUL00    HIP99423                   HD_345957                            -1.48   0.37   
1912      FUL00    HIP3026                    HD_3567                              -1.3    0.23   
1916      FUL00    HIP3086                    HD_3628                              -0.15   0.19   
1917      FUL00    HIP26688                   HD_37792                             -0.58   0.07   
1918      FUL00    HIP28188                   HD_40057                             -0.6    0.0    
1920      FUL00    HIP3554                    HD_4306                              -2.9    0.72   
1925      FUL00    HIP29992                   HD_44007                             -1.69   0.29   
1927      FUL00    HIP30990                   HD_45205                             -0.87   0.29   
1928      FUL00    HIP30668                   HD_45282                             -1.48   0.21   
1929      FUL00    HIP31188                   HD_46341                             -0.78   0.17   
1930      JON05    HD49301                    HD_49301                             -0.82   0.35   
1931      FUL00    HIP33582                   HD_51754                             -0.72   0.43   
1932      FUL00    HIP34146                   HD_53545                             -0.38   0.06   
1933      FUL00    HIP34548                   HD_53871                             -0.44   0.05   
1937      FUL00    HIP36491                   HD_59374                             -0.91   0.31   
1938      JON05    G89-25                     HD_59374                             -0.93   0.37   
1939      FUL00    HIP36849                   HD_60319                             -0.86   0.27   
1940      JON05    HD61902                    HD_61902                             -0.71   0.1    
1945      ROE14b   HD6268                     HD_6268                              -2.82   0.57   
1947      JON05    LTT2953                    HD_63598                             -0.84   0.29   
1949      FUL00    HIP38621                   HD_63791                             -1.79   0.39   
1950      JOH02a   HD63791                    HD_63791                             -1.7    0.69   
1952      FUL00    HIP38541                   HD_64090                             -1.77   0.25   
1953      ROE14b   HD64090                    HD_64090                             -2.03   0.38   
1954      FUL00    HIP38625                   HD_64606                             -0.84   0.3    
1956      FUL00    HIP5445                    HD_6755                              -1.56   0.22   
1958      FUL00    HIP5458                    HD_6833                              -1.02   0.41   
1960      FUL00    HIP42592                   HD_74000                             -2.06   0.22   
1966      FUL00    HIP44116                   HD_76910                             -0.56   0.13   
1967      FUL00    HIP44075                   HD_76932                             -0.89   0.35   
1968      JON05    LTT3317                    HD_76932                             -0.89   0.3    
1969      FUL00    HIP44716                   HD_78050                             -1.06   0.32   
1970      FUL00    HIP44919                   HD_78737                             -0.63   0.03   
1971      JON05    HD78747                    HD_78747                             -0.8    0.37   
1972      JON05    HD79601                    HD_79601                             -0.74   0.37   
1973      JON05    HD80863                    HD_80863                             -0.61   0.31   
1975      FUL00    HIP47139                   HD_83212                             -1.44   0.5    
1976      FUL00    HIP47640                   HD_83888                             -0.06   -0.06  
1981      FUL00    HIP48152                   HD_84937                             -2.06   0.31   
1995      FUL00    HIP49371                   HD_87140                             -1.93   0.41   
1997      FUL00    HIP6710                    HD_8724                              -1.81   0.5    
1999      FUL00    HIP50173                   HD_88609                             -2.99   0.45   
2003      JOH02a   HD88609                    HD_88609                             -2.95   0.79   
2004      ROE14b   HD88609                    HD_88609                             -3.29   0.63   
2006      FUL00    HIP50139                   HD_88725                             -0.66   0.28   
2007      JON05    LTT3854                    HD_91121                             -1.08   0.39   
2009      FUL00    HIP53070                   HD_94028                             -1.53   0.49   
2010      JON05    LHS2318                    HD_94028                             -1.39   0.28   
2012      FUL00    HIP7217                    HD_9430                              -0.46   0.28   
2014      JON05    NLTT26572                  HD_97320                             -1.23   0.29   
2015      FUL00    HIP54858                   HD_97560                             -1.15   0.17   
2016      FUL00    HIP55022                   HD_97916                             -0.88   0.36   
2017      JON05    HD99682                    HD_99682                             -0.45   0.03   
2034      AOK07a   HE0507-1653                HE_0507-1653                         -1.43   0.17   
2044      COH13    HE1245-0215                HE_1245-0215                         -2.85   0.3    
2066      ROE14b   CS22948-066                HE_2141-3741                         -3.5    0.46   
2084      COH09    Draco3157                  Irwin_Dra_21275                      -2.5    0.18   
2093      ROE14b   G180-58                    LHS_3199                             -2.6    0.3    
2094      ROE14b   G115-49                    LHS_6161                             -2.61   0.66   
2095      FUL00    G197-30                    LHS_6213                             -1.67   0.08   
2096      RYA91    LP56-75                    LP_56-75                             -2.78   0.24   
2097      COH13    HE1509-0252                LP_622-13                            -2.85   0.43   
2107      RYA91    LP635-14                   LP_635-14                            -2.65   0.18   
2110      RYA91    LP685-44                   LP_685-44                            -2.52   0.39   
2111      RYA91    LP685-47                   LP_685-47                            -2.64   0.75   
2121      RYA91    LP815-43                   LP_815-43                            -3.05   0.02   
2124      COH13    LP831-700                  LP_831-70                            -2.86   0.51   
2127      RYA91    LP831-70                   LP_831-70                            -3.25   0.57   
2137      SHE01    UMi199                     UMi_COS_82                           -1.43   -0.02  
2139      GEI05    Star1446                   OGLE_Scl_687                         -1.2    -0.21  
2143      FUL00    G15-13                     Ross_1038                            -1.67   0.05   
2146      FUL00    G166-37                    Ross_50                              -1.38   0.06   
2148      ROE14b   G206-34                    Ross_711                             -3.17   0.4    
2149      RYA91    R740                       Ross_740                             -2.6    0.51   
2160      RYA91    R841                       Ross_841                             -3.23   -0.03  
2163      BAR05    HE0938+0114                Ross_889                             -2.51   0.2    
2168      ROE14b   HE0938+0114                Ross_889                             -3.09   0.36   
2172      ROE14b   CS29514-018                SB_467                               -2.84   0.27   
2173      PRE00    CS22876-042                SB_68                                -2.04   0.43   
2176      ROE14b   CS29499-060                SB_966                               -2.79   0.28   
2346      JAC15    SMSS_J000113.96-363337.9   SMSS_J000113.96-363337.9             -2.32   0.41   
2347      JAC15    SMSS_J001039.86-525851.4   SMSS_J001039.86-525851.4             -2.32   0.33   
2348      JAC15    SMSS_J001952.15-525803.0   SMSS_J001952.15-525803.0             -2.56   0.5    
2349      JAC15    SMSS_J002148.06-471132.1   SMSS_J002148.06-471132.1             -3.17   0.43   
2350      JAC15    SMSS_J003055.81-482011.3   SMSS_J003055.81-482011.3             -2.53   0.44   
2351      JAC15    SMSS_J003327.36-491037.9   SMSS_J003327.36-491037.9             -3.36   0.55   
2352      JAC15    SMSS_J004037.56-515025.2   SMSS_J004037.56-515025.2             -3.83   0.59   
2353      JAC15    SMSS_J005953.98-594329.9   SMSS_J005953.98-594329.9             -3.93   0.61   
2354      JAC15    SMSS_J010332.63-534654.3   SMSS_J010332.63-534654.3             -3.03   0.42   
2355      JAC15    SMSS_J010651.91-524410.5   SMSS_J010651.91-524410.5             -3.79   0.56   
2356      JAC15    SMSS_J010839.58-285701.5   SMSS_J010839.58-285701.5             -3.02   0.45   
2357      JAC15    SMSS_J012147.80-495328.2   SMSS_J012147.80-495328.2             -1.59   -0.16  
2358      JAC15    SMSS_J014624.60-352457.7   SMSS_J014624.60-352457.7             -2.81   0.42   
2359      JAC15    SMSS_J015350.94-775525.6   SMSS_J015350.94-775525.6             -2.62   0.86   
2360      JAC15    SMSS_J015941.53-781408.7   SMSS_J015941.53-781408.7             -3.11   0.56   
2361      JAC15    SMSS_J020748.93-465616.4   SMSS_J020748.93-465616.4             -2.71   0.49   
2362      JAC15    SMSS_J021323.26-495936.5   SMSS_J021323.26-495936.5             -2.87   0.51   
2363      JAC15    SMSS_J022410.38-534659.9   SMSS_J022410.38-534659.9             -3.4    0.58   
2364      JAC15    SMSS_J022423.27-573705.1   SMSS_J022423.27-573705.1             -3.97   0.62   
2365      JAC15    SMSS_J022452.58-731051.8   SMSS_J022452.58-731051.8             -2.55   0.56   
2366      JAC15    SMSS_J022545.31-774119.9   SMSS_J022545.31-774119.9             -2.63   0.32   
2367      JAC15    SMSS_J022756.48-684256.6   SMSS_J022756.48-684256.6             -2.22   0.09   
2368      JAC15    SMSS_J023139.43-523957.4   SMSS_J023139.43-523957.4             -2.94   0.68   
2369      JAC15    SMSS_J023147.96-575341.7   SMSS_J023147.96-575341.7             -3.42   0.29   
2370      JAC15    SMSS_J024643.28-352502.4   SMSS_J024643.28-352502.4             -3.37   0.64   
2371      JAC15    SMSS_J024858.41-684306.4   SMSS_J024858.41-684306.4             -3.71   0.57   
2372      JAC15    SMSS_J031556.09-473442.1   SMSS_J031556.09-473442.1             -3.26   0.48   
2373      JAC15    SMSS_J032132.29-363123.6   SMSS_J032132.29-363123.6             -3.4    0.55   
2374      JAC15    SMSS_J033005.90-681352.5   SMSS_J033005.90-681352.5             -3.44   0.63   
2375      JAC15    SMSS_J034249.53-284216.0   SMSS_J034249.53-284216.0             -2.33   -0.17  
2376      JAC15    SMSS_J040148.04-743537.3   SMSS_J040148.04-743537.3             -3.09   0.49   
2377      JAC15    SMSS_J041957.56-493818.3   SMSS_J041957.56-493818.3             -2.97   0.4    
2378      JAC15    SMSS_J051008.62-372019.8   SMSS_J051008.62-372019.8             -3.2    0.61   
2379      JAC15    SMSS_J055746.51-575057.4   SMSS_J055746.51-575057.4             -2.5    0.39   
2380      JAC15    SMSS_J061725.30-600740.6   SMSS_J061725.30-600740.6             -2.72   0.4    
2381      JAC15    SMSS_J062609.83-590503.2   SMSS_J062609.83-590503.2             -2.77   0.24   
2382      JAC15    SMSS_J063447.15-622355.0   SMSS_J063447.15-622355.0             -3.41   0.62   
2383      JAC15    SMSS_J064349.43-653038.6   SMSS_J064349.43-653038.6             -2.48   0.31   
2384      JAC15    SMSS_J065014.40-614328.0   SMSS_J065014.40-614328.0             -3.18   0.6    
2385      JAC15    SMSS_J070257.95-600422.4   SMSS_J070257.95-600422.4             -2.62   0.45   
2386      JAC15    SMSS_J080050.54-724620.6   SMSS_J080050.54-724620.6             -2.08   0.39   
2387      JAC15    SMSS_J085924.06-120104.9   SMSS_J085924.06-120104.9             -3.63   0.61   
2388      JAC15    SMSS_J090247.43-122755.0   SMSS_J090247.43-122755.0             -2.4    0.43   
2389      JAC15    SMSS_J091210.40-064427.9   SMSS_J091210.40-064427.9             -2.64   0.33   
2390      JAC15    SMSS_J093209.41-003435.8   SMSS_J093209.41-003435.8             -3.11   0.51   
2391      JAC15    SMSS_J093829.27-070520.9   SMSS_J093829.27-070520.9             -2.34   0.06   
2392      JAC15    SMSS_J094029.05-060935.0   SMSS_J094029.05-060935.0             -3.18   0.45   
2393      JAC15    SMSS_J094755.04-102724.7   SMSS_J094755.04-102724.7             -2.99   0.46   
2394      JAC15    SMSS_J095120.49-401431.3   SMSS_J095120.49-401431.3             -1.48   0.46   
2395      JAC15    SMSS_J100251.13-000152.1   SMSS_J100251.13-000152.1             -2.62   0.32   
2396      JAC15    SMSS_J105320.99-435300.1   SMSS_J105320.99-435300.1             -1.86   0.1    
2397      JAC15    SMSS_J105438.86-435819.9   SMSS_J105438.86-435819.9             -1.98   0.48   
2398      JAC15    SMSS_J110850.60-080034.7   SMSS_J110850.60-080034.7             -2.9    0.37   
2399      JAC15    SMSS_J121353.63-441911.2   SMSS_J121353.63-441911.2             -2.59   0.46   
2400      JAC15    SMSS_J121716.48-442510.2   SMSS_J121716.48-442510.2             -2.1    0.24   
2401      JAC15    SMSS_J122455.61-151134.0   SMSS_J122455.61-151134.0             -2.62   0.44   
2402      JAC15    SMSS_J123158.00-162317.6   SMSS_J123158.00-162317.6             -2.63   0.45   
2403      JAC15    SMSS_J123246.06-054559.1   SMSS_J123246.06-054559.1             -3.03   0.56   
2404      JAC15    SMSS_J125115.37-331448.1   SMSS_J125115.37-331448.1             -2.64   0.37   
2405      JAC15    SMSS_J125125.64-340343.4   SMSS_J125125.64-340343.4             -2.52   0.4    
2406      JAC15    SMSS_J125451.18-334440.3   SMSS_J125451.18-334440.3             -2.81   0.57   
2407      JAC15    SMSS_J125804.65-335045.1   SMSS_J125804.65-335045.1             -3.44   0.54   
2408      JAC15    SMSS_J130537.01-294438.3   SMSS_J130537.01-294438.3             -2.35   0.3    
2409      JAC15    SMSS_J133013.61-434632.4   SMSS_J133013.61-434632.4             -2.54   0.45   
2410      JAC15    SMSS_J133532.32-210632.9   SMSS_J133532.32-210632.9             -2.73   0.52   
2411      JAC15    SMSS_J135217.78-151405.7   SMSS_J135217.78-151405.7             -2.56   0.42   
2412      JAC15    SMSS_J135625.09-161538.7   SMSS_J135625.09-161538.7             -2.76   0.41   
2413      JAC15    SMSS_J135819.95-150937.4   SMSS_J135819.95-150937.4             -2.58   0.34   
2414      JAC15    SMSS_J141547.72-414034.0   SMSS_J141547.72-414034.0             -2.26   -0.04  
2415      JAC15    SMSS_J143511.34-420326.5   SMSS_J143511.34-420326.5             -3.15   0.49   
2416      JAC15    SMSS_J151101.05-182103.0   SMSS_J151101.05-182103.0             -2.71   0.4    
2417      JAC15    SMSS_J151450.18-182946.0   SMSS_J151450.18-182946.0             -2.73   0.45   
2418      JAC15    SMSS_J155430.57-263904.8   SMSS_J155430.57-263904.8             -2.61   0.32   
2419      JAC15    SMSS_J155628.74-165533.4   SMSS_J155628.74-165533.4             -2.79   0.52   
2420      JAC15    SMSS_J160447.75-293146.7   SMSS_J160447.75-293146.7             -2.66   0.66   
2421      JAC15    SMSS_J164921.94-041943.9   SMSS_J164921.94-041943.9             -2.24   0.5    
2422      JAC15    SMSS_J165023.82-252948.7   SMSS_J165023.82-252948.7             -2.48   0.31   
2423      JAC15    SMSS_J165219.76-253133.7   SMSS_J165219.76-253133.7             -2.2    0.33   
2424      JAC15    SMSS_J173823.36-145701.0   SMSS_J173823.36-145701.0             -3.58   0.44   
2426      JAC15    SMSS_J174048.48-143635.6   SMSS_J174048.48-143635.6             -2.5    0.23   
2427      JAC15    SMSS_J174916.38-455427.5   SMSS_J174916.38-455427.5             -2.51   0.27   
2428      JAC15    SMSS_J174922.26-455103.8   SMSS_J174922.26-455103.8             -2.77   0.47   
2430      JAC15    SMSS_J175021.86-414627.2   SMSS_J175021.86-414627.2             -2.76   0.33   
2431      JAC15    SMSS_J175046.30-425506.9   SMSS_J175046.30-425506.9             -2.17   0.24   
2434      HOW16    J175510.50-412812.1        SMSS_J175510.50-412812.1             -2.36   0.03   
2437      HOW16    J175652.43-413612.8        SMSS_J175652.43-413612.8             -2.39   -0.14  
2439      JAC15    SMSS_J175738.37-454823.5   SMSS_J175738.37-454823.5             -2.46   0.38   
2450      HOW16    J182153.85-341018.8        SMSS_J182153.85-341018.8             -2.51   0.47   
2451      HOW16    J182600.09-332531.0        SMSS_J182600.09-332531.0             -2.53   0.16   
2452      HOW16    J182601.24-332358.3        SMSS_J182601.24-332358.3             -2.83   0.78   
2453      HOW16    J182637.10-342924.2        SMSS_J182637.10-342924.2             -1.97   0.5    
2454      HOW16    J182753.81-334607.7        SMSS_J182753.81-334607.7             -2.31   0.29   
2455      HOW16    J182922.48-335559.4        SMSS_J182922.48-335559.4             -2.77   0.71   
2456      HOW16    J182930.47-335958.3        SMSS_J182930.47-335958.3             -1.97   0.37   
2457      HOW16    J182948.48-341053.9        SMSS_J182948.48-341053.9             -2.47   0.57   
2458      HOW16    J183000.36-333919.3        SMSS_J183000.36-333919.3             -2.63   0.34   
2459      HOW16    J183128.71-341018.4        SMSS_J183128.71-341018.4             -1.83   0.22   
2460      HOW16    J183225.29-334938.4        SMSS_J183225.29-334938.4             -1.74   0.42   
2461      JAC15    SMSS_J183246.49-343434.2   SMSS_J183246.49-343434.2             -3.0    0.51   
2462      HOW16    J183617.33-270005.3        SMSS_J183617.33-270005.3             -2.8    0.12   
2466      JAC15    SMSS_J183753.10-380725.9   SMSS_J183753.10-380725.9             -2.99   0.52   
2469      JAC15    SMSS_J184226.25-272602.7   SMSS_J184226.25-272602.7             -3.89   0.62   
2471      JAC15    SMSS_J184825.29-305929.7   SMSS_J184825.29-305929.7             -3.65   0.5    
2472      JAC15    SMSS_J185628.44-231809.8   SMSS_J185628.44-231809.8             -2.99   0.47   
2473      JAC15    SMSS_J190549.33-214945.0   SMSS_J190549.33-214945.0             -3.11   0.45   
2474      JAC15    SMSS_J190911.03-213207.5   SMSS_J190911.03-213207.5             -2.4    0.44   
2475      JAC15    SMSS_J190931.13-214053.9   SMSS_J190931.13-214053.9             -3.33   0.34   
2476      JAC15    SMSS_J191802.51-851523.0   SMSS_J191802.51-851523.0             -2.62   0.21   
2477      JAC15    SMSS_J193528.46-462129.6   SMSS_J193528.46-462129.6             -3.39   0.67   
2478      JAC15    SMSS_J193617.38-790231.4   SMSS_J193617.38-790231.4             -1.29   0.16   
2479      JAC15    SMSS_J194432.13-720537.1   SMSS_J194432.13-720537.1             -2.43   0.42   
2480      JAC15    SMSS_J195614.75-320145.9   SMSS_J195614.75-320145.9             -2.31   0.53   
2481      JAC15    SMSS_J195931.70-643529.3   SMSS_J195931.70-643529.3             -2.58   0.57   
2482      JAC15    SMSS_J200228.85-533114.4   SMSS_J200228.85-533114.4             -3.22   0.57   
2483      JAC15    SMSS_J200654.42-321157.7   SMSS_J200654.42-321157.7             -3.25   0.24   
2484      JAC15    SMSS_J202057.49-522417.2   SMSS_J202057.49-522417.2             -3.12   0.65   
2485      JAC15    SMSS_J202123.89-515742.8   SMSS_J202123.89-515742.8             -2.61   0.38   
2486      JAC15    SMSS_J205313.80-651830.6   SMSS_J205313.80-651830.6             -2.62   0.37   
2487      JAC15    SMSS_J210021.85-653627.9   SMSS_J210021.85-653627.9             -1.89   0.39   
2488      JAC15    SMSS_J211340.44-520017.5   SMSS_J211340.44-520017.5             -2.4    0.37   
2489      JAC15    SMSS_J215805.81-651327.2   SMSS_J215805.81-651327.2             -3.41   0.41   
2490      JAC15    SMSS_J221448.33-453949.9   SMSS_J221448.33-453949.9             -2.56   0.39   
2491      JAC15    SMSS_J224838.41-550635.1   SMSS_J224838.41-550635.1             -2.87   0.48   
2492      JAC15    SMSS_J224843.95-543610.1   SMSS_J224843.95-543610.1             -2.38   0.41   
2493      JAC15    SMSS_J225851.25-265434.9   SMSS_J225851.25-265434.9             -3.48   0.06   
2494      JAC15    SMSS_J230013.16-263511.0   SMSS_J230013.16-263511.0             -3.35   0.63   
2495      JAC15    SMSS_J230113.95-291458.2   SMSS_J230113.95-291458.2             -2.53   0.31   
2496      PRE00    CS29497-017                Ton_S_162                            -1.17   0.63   
2503      BAR05    HE0926-0508                TYC_4889-826-1                       -2.78   0.26   
2506      BAR05    HE1120-0153                TYC_4923-62-1                        -2.76   0.02   
2512      PRE00    CS22170-028                TYC_5270-1900-1                      -0.66   0.5    
2513      AOK07a   CS22174-007                TYC_5273-836-1                       -2.24   0.46   
2538      ROE14b   CS22943-095                TYC_8406-355-1                       -2.52   0.4    
2540      PRE00    CS22896-0149               TYC_8778-1253-1                      -0.14   0.04   
2551      ROE14b   CS22953-037                UCAC2_5736774                        -3.21   0.55   
