JINA_ID   Ref      Name                       Simbad_Identifier                    Fe/H    Mg/Fe  
785       BAR05    HE2155+0136                2MASS_J21573755+0150201              -2.07   0.2    
786       BAR05    HE2154-2838                2MASS_J21574379-2824306              -1.85   0.16   
790       ROE14b   CS22956-050                2MASS_J21580583-6513271              -3.67   0.67   
793       BAR05    HE2156-3130                2MASS_J21590577-3116121              -3.13   0.75   
796       COH06    HE2158-0348                2MASS_J22003997-0334121              -2.75   0.67   
797       COH13    HE2158-0348                2MASS_J22003997-0334121              -2.66   0.64   
798       BAR05    HE2158-3112                2MASS_J22012150-3057575              -2.74   0.27   
799       BAR05    CS30337-097                2MASS_J22012150-3057575              -2.73   0.26   
802       BAR05    HE2200-2030                2MASS_J22030253-2015584              -2.0    0.22   
803       BAR05    HE2201-0637                2MASS_J22034474-0622416              -2.59   0.17   
809       BAR05    HE2204-1703                2MASS_J22071190-1649106              -2.79   0.35   
810       PRE01    CS22881-036                2MASS_J22075843-4044164              -2.05   0.38   
811       ROE14b   CS22881-036                2MASS_J22075843-4044164              -2.34   0.54   
812       BAR05    HE2206-2245                2MASS_J22090942-2230161              -2.73   0.3    
813       AOK07a   CS22960-053                2MASS_J22161708-4354197              -3.19   0.63   
814       ROE14b   CS22960-053                2MASS_J22161708-4354197              -3.64   0.77   
815       ROE14b   CS22960-048                2MASS_J22170156-4512169              -3.91   0.72   
818       BAR05    CS22892-052                2MASS_J22170165-1639271              -2.95   0.1    
826       ROE14b   CS22892-052                2MASS_J22170165-1639271              -3.24   0.41   
831       BAR05    HE2216-0621                2MASS_J22184594-0606501              -3.23   0.2    
832       BAR05    HE2216-1548                2MASS_J22193035-1533362              -1.7    0.15   
833       BAR05    HE2217-0706                2MASS_J22201799-0651164              -2.58   0.32   
835       AOK07a   CS22886-042                2MASS_J22202581-1023201              -2.66   0.49   
836       BAR05    CS22886-042                2MASS_J22202581-1023201              -2.68   0.21   
838       BAR05    HE2217-1523                2MASS_J22203372-1508346              -2.62   0.3    
845       BAR05    HE2219-0713                2MASS_J22221577-0658343              -2.92   0.23   
847       PRE06    CS22886-043                2MASS_J22223378-1014090              -2.14   0.29   
853       ROE14b   CS29502-092                2MASS_J22223599-0138275              -3.3    0.5    
856       ROE14b   CS22960-064                2MASS_J22240014-4235160              -2.77   0.44   
857       AOK07a   HE2221-0453                2MASS_J22242563-0438021              -2.27   0.78   
858       BAR05    HE2221-4150                2MASS_J22244729-4135388              -2.03   0.3    
859       BAR05    CS29491-109                2MASS_J22250119-3214413              -2.9    0.28   
860       BAR05    HE2222-4156                2MASS_J22252864-4140576              -2.73   0.41   
865       BAR05    HE2224+0143                2MASS_J22272312+0158329              -2.58   0.3    
867       BAR05    HE2224-4103                2MASS_J22274828-4048248              -2.6    0.34   
870       BAR05    HE2226-4102                2MASS_J22290430-4046523              -2.87   0.22   
871       BAR05    HE2227-4044                2MASS_J22301908-4029130              -2.32   0.28   
872       BAR05    CS29491-069                2MASS_J22310218-3238365              -2.81   0.26   
876       BAR05    HE2228-3806                2MASS_J22310257-3750406              -3.07   0.31   
877       AOK07a   HE2228-0706                2MASS_J22312447-0650511              -2.46   0.65   
878       BAR05    HE2229-4153                2MASS_J22324904-4138252              -2.59   0.28   
881       BAR05    HE2231-0622                2MASS_J22342010-0606306              -2.12   0.14   
882       COH06    HE2232-0603                2MASS_J22344742-0548172              -1.9    0.84   
883       COH13    HE2232-0603                2MASS_J22344742-0548172              -2.23   0.62   
884       BAR05    HE2234-0521                2MASS_J22363771-0506052              -2.78   0.31   
891       BAR05    HE2238-2152                2MASS_J22411030-2136198              -2.4    0.17   
895       BAR05    HE2240-0412                2MASS_J22425807-0356340              -2.2    0.26   
896       BAR05    HE2242-1930                2MASS_J22451720-1914515              -2.21   0.2    
897       BAR05    HE2243-0151                2MASS_J22460884-0135546              -1.61   0.16   
898       BAR05    HE2244-1503                2MASS_J22472583-1447301              -2.87   0.28   
899       BAR05    HE2247-3705                2MASS_J22502951-3649164              -2.26   0.12   
901       BAR05    HE2248-3345                2MASS_J22514478-3329253              -2.73   -0.09  
902       BAR05    HE2250-2132                2MASS_J22534047-2116238              -2.22   0.3    
904       BAR05    HE2252-4225                2MASS_J22545856-4209193              -2.82   0.16   
906       BAR05    HE2252-4157                2MASS_J22553421-4141293              -1.93   0.24   
907       BAR05    HE2258-3456                2MASS_J23005976-3440417              -2.97   0.22   
908       BAR05    HE2259-3407                2MASS_J23021574-3351110              -2.29   0.21   
910       BAR05    HE2301-4126                2MASS_J23035017-4110262              -2.37   0.2    
911       BAR05    HE2301-4024                2MASS_J23041403-4008201              -2.1    0.18   
912       ROE14b   CS22888-002                2MASS_J23043723-3639579              -2.93   0.5    
913       BAR05    HE2304-4153                2MASS_J23070569-4137300              -3.02   0.08   
914       BAR05    HE2311+0129                2MASS_J23142138+0145242              -2.78   0.3    
916       AOK07a   CS30338-089                2MASS_J23154997+1019262              -2.49   0.45   
921       JAC15    2MASS_J23203653-3637223    2MASS_J23203653-3637223              -2.63   0.42   
922       BAR05    HE2319-0852                2MASS_J23221732-0836168              -3.38   0.11   
925       ROE14b   CS22949-048                2MASS_J23260741-0550067              -3.55   0.4    
927       JAC15    2MASS_J23261426-3719492    2MASS_J23261426-3719492              -2.55   0.41   
932       COH13    CS22949-037                2MASS_J23262980-0239579              -3.93   1.37   
940       BAR05    HE2325-0755                2MASS_J23275962-0739134              -2.85   0.3    
941       IVA03    CS22941-012                2MASS_J23282973-3248464              -2.02   0.25   
942       PRE00    CS22941-012                2MASS_J23282973-3248464              -2.01   0.27   
943       BAR05    HE2326+0038                2MASS_J23285696+0054362              -2.78   0.23   
945       BAR05    HE2327-5642                2MASS_J23303707-5626142              -2.93   0.12   
948       BAR05    CS22945-028                2MASS_J23311355-6629578              -2.66   0.3    
950       ROE14b   CS22945-028                2MASS_J23311355-6629578              -2.92   0.47   
951       BAR05    HE2329-3702                2MASS_J23321815-3645580              -2.15   0.29   
952       ROE14b   CS22941-017                2MASS_J23325017-3359254              -3.11   0.52   
953       AOK07a   HE2330-0555                2MASS_J23325479-0538505              -2.82   0.64   
954       BAR05    CS30315-029                2MASS_J23342669-2642140              -3.33   0.4    
960       BAR05    HE2333-1358                2MASS_J23354852-1341306              -3.34   0.44   
961       ROE14b   CS22945-024                2MASS_J23364248-6535437              -2.58   0.46   
964       BAR05    HE2334-0604                2MASS_J23372869-0547566              -3.41   0.04   
968       ROE14b   CS22952-015                2MASS_J23372869-0547566              -3.87   0.3    
972       BAR05    CS30315-001                2MASS_J23373882-2621532              -2.97   0.36   
973       BAR05    HE2335-5958B               2MASS_J23381929-5942051              -2.32   0.19   
974       BAR05    HE2338-1618                2MASS_J23403639-1601267              -2.64   0.14   
976       BAR05    HE2338-1311                2MASS_J23410835-1255098              -2.86   0.36   
977       PRE00    CS22894-029                2MASS_J23421461-0051327              -1.45   0.47   
978       PRE00    CS22966-037                2MASS_J23433860-3148183              -1.32   0.81   
980       BAR05    HE2345-1919                2MASS_J23475551-1902375              -2.46   0.31   
987       PRE00    CS22966-0054               2MASS_J23495158-2908214              -1.16   0.09   
988       BAR05    HE2347-1448                2MASS_J23495834-1432155              -2.31   0.11   
989       BAR05    HE2347-1254                2MASS_J23501000-1237502              -1.83   0.27   
990       BAR05    HE2347-1334                2MASS_J23502682-1317391              -2.56   0.27   
993       PRE00    CS22876-008                2MASS_J23552136-3448013              -1.86   0.61   
994       BAR05    CS22957-013                2MASS_J23554905-0522528              -2.64   0.15   
995       ROE14b   CS22957-013                2MASS_J23554905-0522528              -2.98   0.47   
996       PRE00    CS29517-021                2MASS_J23580909-1451472              -0.97   0.13   
998       COH06    HE2356-0410                2MASS_J23591314-0353482              -3.12   0.35   
1000      PRE01    CS22957-027                2MASS_J23591314-0353482              -2.96   0.19   
1002      ROE14b   CS22957-027                2MASS_J23591314-0353482              -3.19   0.08   
1003      SHE03    Leo2                       ALW_Leo_I_2                          -1.04   -0.23  
1005      SHE03    Leo5                       ALW_Leo_I_5                          -1.5    0.08   
1006      FUL00    HIP37335                   BD-01_1792                           -1.24   0.59   
1008      ROE14b   BD-012582                  BD-01_2582                           -2.62   0.54   
1010      FUL00    HIP10449                   BD-01_306                            -0.96   0.38   
1012      FUL00    HIP44124                   BD-03_2525                           -1.94   0.33   
1017      FUL00    HIP59109                   BD-04_3208                           -2.6    0.58   
1025      JOH02a   BD-11145                   BD-11_145                            -2.48   0.71   
1032      RYA91    LTT4374                    BD-13_3442                           -2.99   0.43   
1033      BAR05    HE1320-1339                BD-13_3695                           -2.78   0.23   
1034      ROE14b   HE1320-1339                BD-13_3695                           -3.18   0.45   
1037      ROE14b   BD-155781                  BD-15_5781                           -2.92   0.48   
1040      BAR05    CS31082-001                BD-16_251                            -2.78   0.34   
1047      ROE14b   CS31082-001                BD-16_251                            -3.09   0.6    
1051      JOH02a   BD-176036                  BD-17_6036                           -2.75   0.69   
1060      JOH02a   BD-185550                  BD-18_5550                           -3.03   0.6    
1062      ROE14b   BD-185550                  BD-18_5550                           -3.2    0.49   
1066      ROE14b   BD-206008                  BD-20_6008                           -3.0    0.53   
1069      FUL00    HIP86443                   BD+02_3375                           -2.3    0.48   
1074      FUL00    HIP115167                  BD+02_4651                           -1.75   0.29   
1078      FUL00    HIP23344                   BD+03_740                            -2.82   0.54   
1080      IVA03    G84-29a                    BD+03_740                            -2.98   0.57   
1081      IVA03    G84-29b                    BD+03_740                            -2.76   0.38   
1089      JOH02a   BD+042621                  BD+04_2621                           -2.5    0.39   
1090      FUL00    HIP21000                   BD+04_701A                           -0.14   0.04   
1091      JOH02a   BD+053098                  BD+05_3098                           -2.72   0.7    
1094      JOH02a   BD+082856                  BD+08_2856                           -2.1    0.61   
1104      FUL00    HIP48146                   BD+09_2242                           -0.03   -0.12  
1106      FUL00    HIP69746                   BD+09_2870                           -2.39   0.47   
1111      JOH02a   BD+093223                  BD+09_3223                           -2.27   0.58   
1115      JOH02a   BD+102495                  BD+10_2495                           -2.06   0.47   
1117      ROE14b   BD+102495                  BD+10_2495                           -2.16   0.31   
1120      FUL00    HIP109067                  BD+11_4725                           -0.95   0.32   
1122      FUL00    HIP66665                   BD+13_2698                           -0.95   0.45   
1123      RYA91    BD+133683                  BD+13_3683                           -2.27   0.01   
1124      FUL00    HIP32308                   BD+15_1305                           -0.62   0.18   
1130      JOH02a   BD+173248                  BD+17_3248                           -2.09   0.59   
1135      FUL00    HIP109558                  BD+17_4708                           -1.61   0.36   
1138      JOH02a   BD+182890                  BD+18_2890                           -1.71   0.55   
1142      FUL00    HIP87693                   BD+20_3603                           -2.09   0.42   
1148      FUL00    HIP106947                  BD+22_4454                           -0.62   0.36   
1149      FUL00    HIP85855                   BD+23_3130                           -2.68   0.51   
1152      ROE14b   BD+233130                  BD+23_3130                           -2.93   0.46   
1157      IVA03    BD+241676                  BD+24_1676                           -2.5    0.47   
1160      ROE14b   BD+241676                  BD+24_1676                           -2.7    0.36   
1161      FUL00    HIP57265                   BD+26_2251                           -1.08   0.15   
1164      FUL00    HIP72461                   BD+26_2606                           -2.46   0.38   
1171      FUL00    HIP52771                   BD+29_2091b                          -1.96   0.34   
1172      FUL00    HIP10140                   BD+29_366                            -1.12   0.37   
1174      FUL00    HIP73960                   BD+30_2611                           -1.35   0.23   
1175      FUL00    HIP63970                   BD+33_2300                           -0.07   -0.04  
1176      FUL00    HIP115610                  BD+33_4707                           -0.61   0.46   
1179      FUL00    HIP29759                   BD+37_1458                           -2.15   0.5    
1183      ROE14b   G190-15                    BD+38_4955                           -3.12   0.41   
1184      FUL00    HIP103269                  BD+41_3931                           -1.79   0.25   
1185      FUL00    HIP78640                   BD+42_2667                           -1.46   0.37   
1195      FUL00    HIP22246                   BD+45_983                            -0.36   0.37   
1196      FUL00    HIP21586                   BD+50_1021                           -0.89   0.27   
1198      FUL00    HIP40068                   BD+80_245                            -2.03   -0.12  
1199      IVA03    G251-54                    BD+80_245                            -2.09   -0.24  
1200      ROE14b   BD+80245                   BD+80_245                            -2.04   -0.29  
1223      ROE14b   CS22169-008                BPS_CS_22169-0008                    -2.85   0.48   
1224      ROE14b   CS22171-031                BPS_CS_22171-0031                    -2.54   0.39   
1225      ROE14b   CS22171-037                BPS_CS_22171-0037                    -3.63   0.34   
1227      ROE14b   CS22174-020                BPS_CS_22174-0020                    -3.29   0.5    
1228      ROE14b   CS22177-010                BPS_CS_22177-0010                    -3.0    0.43   
1230      PRE00    CS22180-040                BPS_CS_22180-0040                    -1.18   0.45   
1231      PRE06    CS22191-029                BPS_CS_22191-0029                    -2.71   0.39   
1232      ROE14b   CS22191-029                BPS_CS_22191-0029                    -2.94   0.57   
1234      ROE14b   CS22871-104                BPS_CS_22871-0104                    -2.2    0.5    
1236      ROE14b   CS22872-102                BPS_CS_22872-0102                    -2.85   0.47   
1237      ROE14b   CS22873-072                BPS_CS_22873-0072                    -3.08   0.34   
1246      ROE14b   CS22874-123                BPS_CS_22874-0123                    -2.79   0.29   
1247      PRE06    CS22875-029                BPS_CS_22875-0029                    -2.65   0.54   
1248      ROE14b   CS22875-029                BPS_CS_22875-0029                    -2.71   0.54   
1251      ROE14b   CS22877-011                BPS_CS_22877-0011                    -3.23   0.36   
1252      ROE14b   CS22877-015                BPS_CS_22877-0015                    -2.12   0.45   
1253      ROE14b   CS22877-051                BPS_CS_22877-0051                    -3.03   0.45   
1254      ROE14b   CS22878-002                BPS_CS_22878-0002                    -2.97   0.49   
1256      ROE14b   CS22878-027                BPS_CS_22878-0027                    -2.92   0.27   
1257      ROE14b   CS22879-012                BPS_CS_22879-0012                    -3.01   0.41   
1258      ROE14b   CS22879-029                BPS_CS_22879-0029                    -2.55   0.43   
1259      ROE14b   CS22879-051                BPS_CS_22879-0051                    -3.02   0.46   
1260      ROE14b   CS22879-094                BPS_CS_22879-0094                    -3.15   0.52   
1261      PRE06    CS22879-097                BPS_CS_22879-0097                    -2.43   0.32   
1262      ROE14b   CS22879-097                BPS_CS_22879-0097                    -2.66   0.59   
1263      PRE06    CS22879-103                BPS_CS_22879-0103                    -2.08   0.43   
1264      ROE14b   CS22879-103                BPS_CS_22879-0103                    -2.16   0.56   
1265      PRE00    CS22880-013                BPS_CS_22880-0013                    -2.03   0.24   
1266      ROE14b   CS22880-067                BPS_CS_22880-0067                    -3.23   0.66   
1269      ROE14b   CS22880-086                BPS_CS_22880-0086                    -3.28   0.46   
1270      ROE14b   CS22881-032                BPS_CS_22881-0032                    -3.55   0.5    
1272      PRE06    CS22881-039                BPS_CS_22881-0039                    -2.69   0.29   
1273      ROE14b   CS22881-039                BPS_CS_22881-0039                    -2.79   0.42   
1274      ROE14b   CS22881-070                BPS_CS_22881-0070                    -2.96   0.23   
1275      PRE06    CS22883-037                BPS_CS_22883-0037                    -1.89   0.33   
1276      ROE14b   CS22884-020                BPS_CS_22884-0020                    -2.48   0.39   
1277      PRE00    CS22884-065                BPS_CS_22884-0065                    -1.65   0.26   
1278      ROE14b   CS22885-040                BPS_CS_22885-0040                    -2.78   0.35   
1279      PRE00    CS22885-0162               BPS_CS_22885-0162                    -0.37   0.22   
1280      ROE14b   CS22885-203                BPS_CS_22885-0203                    -2.73   0.42   
1281      ROE14b   CS22886-012                BPS_CS_22886-0012                    -2.88   0.38   
1285      ROE14b   CS22888-031                BPS_CS_22888-0031                    -3.71   0.49   
1287      PRE06    CS22888-047                BPS_CS_22888-0047                    -2.37   0.11   
1288      ROE14b   CS22888-047                BPS_CS_22888-0047                    -2.54   0.24   
1290      ROE14b   CS22889-050                BPS_CS_22889-0050                    -3.09   0.5    
1291      ROE14b   CS22890-011                BPS_CS_22890-0011                    -2.68   0.25   
1292      ROE14b   CS22891-221                BPS_CS_22891-0221                    -3.23   0.47   
1293      PRE00    CS22892-020                BPS_CS_22892-0020                    -1.84   0.4    
1294      ROE14b   CS22892-025                BPS_CS_22892-0025                    -2.78   0.35   
1295      PRE00    CS22892-027                BPS_CS_22892-0027                    -1.01   0.51   
1296      ROE14b   CS22893-005                BPS_CS_22893-0005                    -2.99   0.51   
1299      ROE14b   CS22893-010                BPS_CS_22893-0010                    -3.12   0.56   
1300      ROE14b   CS22893-011                BPS_CS_22893-0011                    -2.4    0.36   
1301      ROE14b   CS22894-004                BPS_CS_22894-0004                    -2.96   0.47   
1302      ROE14b   CS22894-019                BPS_CS_22894-0019                    -2.98   0.41   
1303      PRE00    CS22894-043                BPS_CS_22894-0043                    -0.81   0.47   
1304      ROE14b   CS22894-049                BPS_CS_22894-0049                    -2.84   0.38   
1305      ROE14b   CS22896-015                BPS_CS_22896-0015                    -2.85   0.39   
1306      ROE14b   CS22896-055                BPS_CS_22896-0055                    -2.52   0.42   
1307      PRE06    CS22896-110                BPS_CS_22896-0110                    -2.69   0.33   
1308      ROE14b   CS22896-110                BPS_CS_22896-0110                    -2.85   0.56   
1309      ROE14b   CS22896-115                BPS_CS_22896-0115                    -2.82   0.44   
1310      ROE14b   CS22896-136                BPS_CS_22896-0136                    -2.41   0.34   
1311      PRE00    CS22896-0173               BPS_CS_22896-0173                    -1.16   0.43   
1312      PRE00    CS22897-057                BPS_CS_22897-0057                    -0.35   0.22   
1313      PRE06    CS22898-043                BPS_CS_22898-0043                    -2.83   0.29   
1314      ROE14b   CS22898-043                BPS_CS_22898-0043                    -2.83   0.38   
1315      ROE14b   CS22898-047                BPS_CS_22898-0047                    -3.51   0.55   
1316      PRE00    CS30492-029                BPS_CS_22937-0017                    -0.68   0.65   
1317      PRE06    CS22940-077                BPS_CS_22940-0077                    -2.93   0.4    
1318      ROE14b   CS22940-077                BPS_CS_22940-0077                    -3.1    0.58   
1319      PRE06    CS22940-121                BPS_CS_22940-0121                    -2.89   0.41   
1320      ROE14b   CS22940-121                BPS_CS_22940-0121                    -3.14   0.58   
1321      PRE00    CS22941-005                BPS_CS_22941-0005                    -2.41   0.49   
1322      PRE06    CS22941-027                BPS_CS_22941-0027                    -2.36   0.04   
1323      ROE14b   CS22941-027                BPS_CS_22941-0027                    -2.71   0.3    
1324      PRE00    CS22941-035                BPS_CS_22941-0035                    -0.12   0.4    
1325      PRE00    CS22942-012                BPS_CS_22942-0012                    -1.22   0.54   
1326      ROE14b   CS22943-059                BPS_CS_22943-0059                    -2.95   0.43   
1327      ROE14b   CS22943-132                BPS_CS_22943-0132                    -2.63   0.53   
1330      ROE14b   CS22943-201                BPS_CS_22943-0201                    -2.68   0.62   
1331      ROE14b   CS22944-014                BPS_CS_22944-0014                    -2.64   0.49   
1332      ROE14b   CS22944-061                BPS_CS_22944-0061                    -2.96   0.44   
1333      ROE14b   CS22945-017                BPS_CS_22945-0017                    -2.89   0.42   
1335      ROE14b   CS22945-031                BPS_CS_22945-0031                    -3.29   0.6    
1336      PRE06    CS22945-056                BPS_CS_22945-0056                    -2.9    0.61   
1337      ROE14b   CS22945-056                BPS_CS_22945-0056                    -2.82   0.49   
1338      ROE14b   CS22945-058                BPS_CS_22945-0058                    -2.98   0.4    
1340      ROE14b   CS22945-063                BPS_CS_22945-0063                    -2.84   0.28   
1341      PRE00    CS22946-011                BPS_CS_22946-0011                    -2.57   0.59   
1344      ROE14b   CS22947-187                BPS_CS_22947-0187                    -2.58   0.56   
1350      ROE14b   CS22948-093                BPS_CS_22948-0093                    -3.32   0.27   
1353      ROE14b   CS22949-030                BPS_CS_22949-0030                    -3.01   0.52   
1354      ROE14b   CS22951-005                BPS_CS_22951-0005                    -2.74   0.34   
1355      ROE14b   CS22951-059                BPS_CS_22951-0059                    -2.84   0.48   
1356      ROE14b   CS22894-023                BPS_CS_22952-0011                    -3.14   0.44   
1357      ROE14b   CS22954-004                BPS_CS_22954-0004                    -3.0    0.44   
1358      PRE00    CS22955-0110               BPS_CS_22955-0110                    -0.69   0.24   
1359      PRE00    CS22955-0115               BPS_CS_22955-0115                    -0.4    0.27   
1360      PRE06    CS22955-174                BPS_CS_22955-0174                    -2.89   0.34   
1361      ROE14b   CS22955-174                BPS_CS_22955-0174                    -3.1    0.61   
1362      ROE14b   CS22956-015                BPS_CS_22956-0015                    -2.81   0.41   
1363      ROE14b   CS22956-021                BPS_CS_22956-0021                    -2.73   0.38   
1364      PRE00    CS22956-028                BPS_CS_22956-0028                    -2.06   0.27   
1365      ROE14b   CS22956-062                BPS_CS_22956-0062                    -2.75   0.48   
1366      ROE14b   CS22956-081                BPS_CS_22956-0081                    -2.71   0.38   
1367      ROE14b   CS22956-102                BPS_CS_22956-0102                    -2.39   0.29   
1368      ROE14b   CS22956-106                BPS_CS_22956-0106                    -2.69   0.36   
1369      ROE14b   CS22956-110                BPS_CS_22956-0110                    -3.15   0.29   
1370      ROE14b   CS22956-114                BPS_CS_22956-0114                    -3.19   0.49   
1371      ROE14b   CS22957-019                BPS_CS_22957-0019                    -2.43   0.29   
1372      ROE14b   CS22957-024                BPS_CS_22957-0024                    -2.91   0.37   
1373      ROE14b   CS22957-036                BPS_CS_22957-0036                    -2.28   0.35   
1374      ROE14b   CS22958-037                BPS_CS_22958-0037                    -2.51   0.34   
1375      ROE14b   CS22958-041                BPS_CS_22958-0041                    -3.1    0.41   
1376      ROE14b   CS22958-052                BPS_CS_22958-0052                    -2.62   0.32   
1378      ROE14b   CS22958-065                BPS_CS_22958-0065                    -2.29   0.39   
1379      ROE14b   CS22958-074                BPS_CS_22958-0074                    -2.67   0.43   
1380      ROE14b   CS22959-074                BPS_CS_22959-0074                    -2.6    0.2    
1381      ROE14b   CS22959-139                BPS_CS_22959-0139                    -2.67   0.25   
1382      BAR05    CS22960-010                BPS_CS_22960-0010                    -2.65   0.23   
1383      ROE14b   CS22960-010                BPS_CS_22960-0010                    -3.02   0.36   
1384      ROE14b   CS22960-029                BPS_CS_22960-0029                    -3.05   0.43   
1385      PRE00    CS22960-058                BPS_CS_22960-0058                    -2.11   0.29   
1386      ROE14b   CS22964-115                BPS_CS_22964-0115                    -2.82   0.42   
1387      ROE14b   CS22964-176                BPS_CS_22964-0176                    -2.56   0.32   
1388      ROE14b   CS22964-183                BPS_CS_22964-0183                    -3.01   -0.06  
1389      PRE00    CS22964-214                BPS_CS_22964-0214                    -2.28   0.18   
1390      ROE14b   CS22964-214                BPS_CS_22964-0214                    -2.95   0.4    
1396      ROE14b   CS22965-054                BPS_CS_22965-0054                    -3.17   0.25   
1399      PRE06    CS22968-001                BPS_CS_22968-0001                    -3.01   0.23   
1400      ROE14b   CS22968-001                BPS_CS_22968-0001                    -3.12   0.42   
1401      ROE14b   CS22968-026                BPS_CS_22968-0026                    -2.57   0.37   
1402      ROE14b   CS22968-029                BPS_CS_22968-0029                    -3.1    0.38   
1403      ROE14b   CS29493-023                BPS_CS_29493-0023                    -2.89   0.37   
1404      ROE14b   CS29493-050                BPS_CS_29493-0050                    -2.92   0.45   
1405      ROE14b   CS29493-062                BPS_CS_29493-0062                    -2.76   0.42   
1406      ROE14b   CS29493-094                BPS_CS_29493-0094                    -2.66   0.35   
1407      ROE14b   CS29495-005                BPS_CS_29495-0005                    -2.44   0.42   
1409      ROE14b   CS29499-003                BPS_CS_29499-0003                    -2.51   0.26   
1410      ROE14b   CS29499-058                BPS_CS_29499-0058                    -2.81   0.34   
1411      ROE14b   CS29501-032                BPS_CS_29501-0032                    -2.92   0.37   
1412      PRE06    CS22937-072                BPS_CS_29501-0051                    -2.74   0.35   
1413      ROE14b   CS22937-072                BPS_CS_29501-0051                    -2.72   0.5    
1414      ROE14b   CS29504-004                BPS_CS_29504-0004                    -2.38   0.42   
1419      ROE14b   CS29506-007                BPS_CS_29506-0007                    -3.24   0.44   
1425      ROE14b   CS29506-090                BPS_CS_29506-0090                    -3.21   0.48   
1428      ROE14b   CS22886-003                BPS_CS_29512-0030                    -2.92   0.54   
1432      ROE14b   CS29513-003                BPS_CS_29513-0003                    -2.47   0.45   
1433      ROE14b   CS29513-014                BPS_CS_29513-0014                    -2.32   0.48   
1434      ROE14b   CS29513-015                BPS_CS_29513-0015                    -2.63   0.24   
1436      ROE14b   CS29513-031                BPS_CS_29513-0031                    -2.67   0.3    
1438      ROE14b   CS29517-018                BPS_CS_29517-0018                    -2.78   0.49   
1439      ROE14b   CS29517-042                BPS_CS_29517-0042                    -2.53   0.25   
1444      ROE14b   CS22890-064                BPS_CS_30306-0117                    -3.12   0.42   
1446      ROE14b   CS30312-044                BPS_CS_30312-0044                    -3.22   0.54   
1451      ROE14b   CS30339-073                BPS_CS_30339-0073                    -3.93   0.45   
1453      ROE14b   CS30492-016                BPS_CS_30492-0016                    -3.3    0.68   
1454      ROE14b   CS22888-014                BPS_CS_30493-0023                    -2.73   0.43   
1455      ROE14b   CS30493-071                BPS_CS_30493-0071                    -2.82   0.45   
1462      AOK07a   CS29497-034                C*_26                                -2.96   1.29   
1464      SHE03    Car3                       C*_3                                 -1.63   -0.31  
1465      SHE03    Car12                      Case_520                             -1.39   0.2    
1476      RYA91    G275-4                     CD-24_17504                          -3.55   0.38   
1478      ROE14b   HE0336-2412                CD-24_1782                           -3.05   0.53   
1481      PRE00    CS29497-030                CD-24_266                            -2.14   0.38   
1482      ROE14b   CS29497-030                CD-24_266                            -2.52   0.35   
1484      FUL00    HIP31639                   CD-25_3416                           -0.6    0.31   
1488      PRE01    CS22942-019                CD-26_304                            -2.67   0.75   
1490      ROE14b   HE0056-3022                CD-30_298                            -3.77   0.38   
1491      PRE00    CS29509-027                CD-31_306                            -2.0    0.47   
1492      ROE14b   CS29509-027                CD-31_306                            -2.42   0.43   
1497      RYA91    HE0317-3301                CD-33_1173                           -3.14   0.46   
1498      PRE00    CS30339-013                CD-34_53                             -0.53   0.36   
1517      RYA91    NLTT41891                  CD-71_1234                           -2.5    0.1    
1519      PRE06    CS22891-184                DENIS_J192612.3-603406               -2.59   0.23   
1520      ROE14b   CS22891-184                DENIS_J192612.3-603406               -2.68   0.36   
1521      PRE06    CS22951-077                DENIS_J215753.2-430808               -2.43   0.27   
1522      ROE14b   CS22951-077                DENIS_J215753.2-430808               -2.54   0.39   
1536      ROE14b   G10-54                     G_10-54                              -2.29   0.12   
1537      FUL00    G97-40                     G_102-1                              -1.55   0.1    
1539      FUL00    G110-43                    G_110-34                             -2.17   0.37   
1540      FUL00    G114-42                    G_114-42                             -1.1    0.19   
1541      FUL00    G116-53                    G_116-53                             -1.1    0.04   
1542      ROE14b   G122-69                    G_122-69                             -2.78   0.35   
1545      NOR97a   G139-8                     G_139-8                              -2.24   -0.12  
1546      ROE14b   G25-22                     G_145-28                             -2.33   0.35   
1547      RYA91    LP624-2                    G_152-67                             -2.32   0.23   
1551      ROE14b   G166-47                    G_166-47                             -2.46   0.43   
1554      ROE14b   G214-1                     G_214-1                              -2.29   0.3    
1558      ROE14b   G238-30                    G_238-30                             -3.38   0.54   
1561      ROE14b   G25-24                     G_25-24                              -2.11   0.25   
1563      ROE14b   CS22180-014                G_272-44                             -2.86   0.49   
1568      IVA03    G4-36                      G_4-36                               -1.93   -0.21  
1569      ROE14b   G4-36                      G_4-36                               -2.17   -0.11  
1571      ROE14b   G4-37                      G_4-37                               -2.73   0.4    
1573      ROE14b   G75-56                     G_75-56                              -2.35   0.34   
1574      FUL00    G88-42                     G_88-42                              -1.7    0.14   
1575      ROE14b   G90-3                      G_90-3                               -2.4    0.31   
1576      FUL00    G93-1                      G_93-1                               -1.56   0.23   
1577      PRE00    CS29527-045                GD_625                               -2.12   0.56   
1578      ROE14b   CS29514-007                GD_678                               -2.83   0.22   
1579      JON05    HD101976                   HD_101976                            -0.49   0.12   
1580      JON05    HD102200                   HD_102200                            -1.23   0.17   
1581      FUL00    HIP57939                   HD_103095                            -1.44   0.25   
1583      FUL00    HIP58229                   HD_103723                            -0.92   0.14   
1584      FUL00    HIP58357                   HD_103912                            -0.63   0.27   
